True,bla_0,bla_1,bla_2,bla_3,bla_4,bla_5,bla_6,bla_7,bla_8,bla_9,bla_10,bla_11,bla_12,bla_13,bla_14,bla_15,bla_16,bla_17,bla_18,bla_19,bla_20,bla_21,bla_22,bla_23,bla_24,bla_25,bla_26,bla_27,bla_28,bla_29,bla_30,bla_31,bla_32,bla_33,bla_34,bla_35,bla_36,bla_37,bla_38,bla_39,bla_40,bla_41,bla_42,bla_43,bla_44,bla_45,bla_46,bla_47,bla_48,bla_49,bla_50,bla_51,bla_52,bla_53,bla_54,bla_55,bla_56,bla_57,bla_58,bla_59,bla_60,bla_61,bla_62,bla_63,bla_64,bla_65,bla_66,bla_67,bla_68,bla_69,bla_70,bla_71,bla_72,bla_73,bla_74,bla_75,bla_76,bla_77,bla_78,bla_79,bla_80,bla_81,bla_82,bla_83,bla_84,bla_85,bla_86,bla_87,bla_88,bla_89,bla_90,bla_91,bla_92,bla_93,bla_94,bla_95,bla_0.1,bla_1.1,bla_2.1,bla_3.1,bla_4.1,bla_5.1,bla_6.1,bla_7.1,bla_8.1,bla_9.1,bla_10.1,bla_11.1,bla_12.1,bla_13.1,bla_14.1,bla_15.1,bla_16.1,bla_17.1,bla_18.1,bla_19.1,bla_20.1,bla_21.1,bla_22.1,bla_23.1,bla_24.1,bla_25.1,bla_26.1,bla_27.1,bla_28.1,bla_29.1,bla_30.1,bla_31.1,bla_32.1,bla_33.1,bla_34.1,bla_35.1,bla_36.1,bla_37.1,bla_38.1,bla_39.1,bla_40.1,bla_41.1,bla_42.1,bla_43.1,bla_44.1,bla_45.1,bla_46.1,bla_47.1,bla_48.1,bla_49.1,bla_50.1,bla_51.1,bla_52.1,bla_53.1,bla_54.1,bla_55.1,bla_56.1,bla_57.1,bla_58.1,bla_59.1,bla_60.1,bla_61.1,bla_62.1,bla_63.1,bla_64.1,bla_65.1,bla_66.1,bla_67.1,bla_68.1,bla_69.1,bla_70.1,bla_71.1,bla_72.1,bla_73.1,bla_74.1,bla_75.1,bla_76.1,bla_77.1,bla_78.1,bla_79.1,bla_80.1,bla_81.1,bla_82.1,bla_83.1,bla_84.1,bla_85.1,bla_86.1,bla_87.1,bla_88.1,bla_89.1,bla_90.1,bla_91.1,bla_92.1,bla_93.1,bla_94.1,bla_95.1
b0234,-0.5046134,0.060376763,-0.18627532,-0.49611577,-0.37838027,-0.1231953,-0.43645218,-0.034061316,-0.08523294,-0.0292295,-0.37613198,-0.03460086,-0.2608387,0.20728917,-0.070657864,0.14962903,-0.29687032,0.565404,0.18853945,-0.028676054,-0.1816884,-0.014624929,-0.1920279,0.33789322,-0.41901967,-0.23050147,0.2409164,-0.7219688,-0.5918479,-0.2956293,0.002052095,-0.19899815,-0.016233627,-0.436251,-0.30040896,-0.01848613,-0.33013296,-0.075109355,-0.26087508,-0.44160065,-0.1258589,-0.5056307,-0.064029366,-0.09172312,0.27014104,0.29650864,0.2631794,-0.4835317,-0.15787473,0.005891318,0.13745941,0.27313808,-0.708839,0.24557963,-0.5482786,-0.184243,-0.42600045,0.2472881,-0.23034534,-0.17649655,-0.6822289,-0.18716075,-0.49834228,0.2725217,-0.7850132,0.0006365065,-0.2823367,0.024709336,0.017039316,-0.020773191,0.0719037,0.08243672,0.17035037,0.28868368,-0.7066035,-0.013373873,0.26297075,0.3914751,0.013289896,0.31577197,-0.5281968,-0.34848595,-0.3954719,0.03080061,-0.3088082,-0.0030707056,-0.1519935,-0.35982856,0.28735486,-0.28949338,-0.28649244,0.40299797,-0.28102902,0.121768385,-0.2953229,0.24609134,0.8452487,0.054946247,-0.06959265,0.23616567,0.14352943,-0.6612062,0.4822901,-0.12947506,-0.27864248,-0.22512105,0.6814278,-0.1339665,-0.02125516,0.050267775,0.2499859,-0.11292697,-0.15245257,0.18760715,0.35246056,0.021974333,-0.27288505,-0.43186876,-0.039175212,-0.25441957,-0.49480593,-0.06437028,0.41673702,-0.016674502,0.156579,-0.20956112,-0.1663757,-0.438895,-0.18239786,-0.2972213,-0.054123838,0.33332482,-0.122772984,-0.12962668,-0.31707674,0.39427733,-0.4575325,-0.2814435,-0.13707238,0.60840005,-0.24957278,0.10581775,-0.0077682096,0.1754034,0.13596763,0.34595785,-0.17687577,-0.03916566,0.6339692,-0.03805127,-0.091940805,-0.2629828,-0.13519284,0.09355822,-0.20873347,0.45556635,-0.5090223,0.15475859,-0.0064972993,0.08017142,-0.5347851,0.11818912,0.37613833,0.1335334,-0.30568504,-0.45404336,0.65644795,0.33921134,-0.41603664,0.20263797,0.070742086,0.25300103,0.3207015,-0.4259928,0.34082764,-0.00058015337,0.22520275,0.43930238,0.3792479,-0.06922155,0.25934127,-0.32463425,0.100055814,0.6467362,-0.3599439,-0.010604633,0.09589795,0.13047834,0.23702122,0.19580343,-0.25740567,-0.4307725
b2181,-0.35153693,-0.20562652,-0.31503677,0.11443696,0.0073144357,-0.020458262,-0.38944918,-0.30934107,0.1842267,0.033414505,-0.7018504,-0.036382895,-0.035525467,-0.051596176,-0.2825058,0.1967467,0.23990375,-0.43098554,-0.2633465,-0.03582014,0.00621764,-0.11070159,0.518037,0.17763707,-0.6311865,0.19988099,0.5674673,-0.7035789,-0.14075331,-0.09711239,-0.016731346,0.11390779,0.59401995,-0.012278323,0.1802219,-0.24882305,0.24313429,0.4682669,0.63234174,0.106564544,-0.38060853,-0.40828636,0.44034475,0.06874789,-0.21501821,0.4186667,-0.27230352,-0.08795299,0.16171975,0.34503385,0.17808338,-0.011049788,-0.15225893,-0.10847636,-0.24590833,-0.19784896,0.46671495,0.11633328,-0.16205934,0.12449584,0.54028016,-0.24592745,0.12960528,0.12351162,-0.3988515,0.054044604,-0.035695963,0.254629,-0.16647823,0.12654775,0.002006143,0.21736403,-0.10811448,0.01054487,-0.30263343,-0.23760547,0.01869958,-0.4686371,0.10899041,0.105826676,-0.3246931,-0.53019977,-0.3196887,-0.19845511,-0.36380613,-0.32714015,0.30294204,-0.46461344,-0.19899443,-0.31476435,0.027227992,-0.22675203,-0.74375564,0.35411882,-0.09110822,-0.5359915,0.41274604,-0.25651383,0.3483104,-0.13684234,0.33050177,-0.27488926,-0.35448188,0.16950907,0.45312655,-0.57773113,-0.11680662,0.16003351,0.044414915,-0.4451869,-0.09643261,-0.08615488,0.15381332,-0.2449319,-0.13308182,0.38927385,0.04342546,-0.11318536,-0.18693256,0.05774094,-0.29079366,-0.42858285,0.074704245,0.098983094,0.35061836,0.3940078,0.08381714,-0.2859745,0.26073352,-0.019405022,0.31125563,-0.12471711,-0.06694504,-0.17478809,-0.6030901,-0.14966054,-0.11534212,0.17059152,0.004640498,0.48927346,-0.35320893,-0.06295848,-0.110509865,0.031223355,0.12182533,0.83867687,0.53656304,0.12948789,0.29454976,0.28520665,0.030927237,0.46746898,-0.54289126,-0.017738631,-0.1489863,0.49339512,-0.4387955,0.20108959,0.046030734,-0.37917176,-0.6128995,0.87606716,-0.54515076,0.124584295,-0.84878457,-0.26885065,0.27719983,-0.18025483,-0.14106959,-0.35717186,-0.17713208,-0.09501149,0.20221272,0.14067487,0.20116109,-0.36047667,-0.21405827,0.0858797,-0.0017934648,-0.40500706,0.26613405,-0.97127205,-0.006252745,-0.052645314,-0.43861604,-0.101782754,0.08564273,-0.10868171,-0.12670721,-0.23987429,0.39997733,-0.058287438
b4756,0.16539384,0.17308514,0.08892024,-0.73287404,-0.29345074,0.2519274,-0.18659636,0.11038851,0.18415801,0.23649603,0.39760402,0.46352518,0.10369237,-0.07913089,0.30957013,0.56602293,0.095927216,-0.039366018,0.81056726,-0.22515875,-0.42349648,0.26734748,-0.03183152,0.21266782,0.5436675,-0.20897785,0.75113887,-0.5296536,0.24145058,-0.55539984,0.13714798,-0.020398844,-0.3368511,-0.0998767,-0.4120892,-0.048167292,-0.18556912,0.3447328,0.39674792,-0.6842709,-0.044169962,0.3033056,0.20164184,0.36040786,-0.3196124,-0.74034536,-0.036068864,0.03608838,0.34416765,0.4333932,-0.112453476,-0.15589103,-0.5736147,0.6149547,-0.19781032,-0.20334233,-0.0038476193,0.15834309,0.40001282,-0.19035065,0.35965937,0.20807937,0.19316213,0.2894596,0.09714086,0.07451302,0.5114853,-0.32380873,-0.187219,0.6220749,-0.17612325,-0.098664075,-0.22578542,0.09319969,-0.41620335,-0.3423154,0.08836482,-0.038160864,-0.100308515,-0.12241381,-0.16254619,0.087055914,-0.17504168,0.32138547,0.067313716,-0.6863298,0.31206065,0.015838811,-0.027164092,0.055185262,0.39019492,0.22554211,-0.050988592,0.7296816,-0.053205878,-0.21244946,0.3775494,0.29632956,0.14290997,0.43408674,0.39329234,-0.14826283,0.5286989,0.22269858,0.13716272,0.46635097,-0.14030464,-0.6122134,0.54632807,0.33443734,0.033405982,0.09267809,-0.20574515,-1.112687,0.16052622,-0.2957584,-0.01289559,0.4586246,0.26135352,-0.12976412,-0.14774927,0.7789174,0.36575666,0.010242779,-0.751094,0.18899241,-0.27071086,-0.15466905,0.09050269,-0.42750794,0.21633133,-0.53915465,-0.075168796,-0.13432753,-0.29625234,0.03465614,-0.01909868,0.6359501,-0.13210613,-0.2100088,-0.47636274,0.63963526,0.55269164,-0.14859843,-0.031379063,-0.010043196,-0.34486425,0.86587274,0.34145626,-0.3430474,-0.2622845,-0.029232558,-0.12990281,0.22918402,0.13825965,0.5335912,0.4008485,-0.1588949,0.49087948,-0.0043517496,-0.32098153,0.04771304,0.39386332,-0.40337148,0.17178144,-0.12561765,0.08697978,0.10334314,0.3522107,-0.5576414,-0.18311682,0.11354995,-0.16282742,0.0018556223,-0.008873445,-0.33331484,0.39750513,0.13028152,0.52848566,-0.21082287,-0.20192014,0.20551838,0.240777,0.24524613,-0.1657115,-0.056232903,0.3524828,0.25450248,0.043782864,0.0580084,0.6594792,0.07555523
b1731,-0.30691007,0.22873436,-0.031050602,-0.24774045,0.34694546,-0.2383533,0.24006417,-0.28870538,0.14140104,0.401171,0.0036274865,-0.50863516,0.20491278,0.5490111,-0.03831564,0.64864266,0.0046127858,-0.14750253,-0.48487702,-0.1615447,-0.091472134,-0.043549567,-0.31086713,0.45693928,-0.064041436,-0.33739078,-0.14294548,0.3272908,-0.3407151,-0.5618157,-0.0047251442,-0.3502304,-0.7059716,-0.28266403,0.16860451,-0.27370852,-0.010918189,0.6971938,-0.093555786,-0.3896628,0.10472824,-0.24214955,-0.3237982,-0.54637605,-0.26741174,-0.20281726,-0.45732236,0.03904071,-0.24792953,0.2728827,0.098372005,-0.31544718,-0.16715758,0.45454672,0.05280044,-0.20671296,-0.48251408,-0.18587989,0.10331915,-0.27488697,-0.49520203,0.07441704,0.45180514,0.20524365,-0.31591964,0.15245211,0.700815,-0.20808105,-0.31297135,-0.5681159,0.51346534,-0.4464938,-0.25083056,0.036904354,0.4423592,0.4804711,-0.67503566,-0.24537791,-0.46711138,0.26773903,-0.45196238,-0.06282664,-0.49697253,0.30445206,0.12748992,-0.21310246,-0.1344868,-0.36678004,0.33977973,0.28535205,-0.14517024,-0.3033648,0.21451977,0.17715761,-0.08832994,0.28031573,0.5301246,0.22128528,-0.24573344,-0.6943947,0.63105416,-0.013739416,0.3768363,-0.0850201,-0.3164186,0.20978218,-0.21083155,0.2618279,0.46208608,0.08694458,-0.13464348,-0.24429704,-0.19751917,-0.17326562,-0.24510527,-0.5119143,-0.18614867,-0.045831192,0.061014153,-0.39552745,-1.0722208,0.13182566,0.75622,0.3017984,-0.45637777,-0.07424925,-0.03149394,0.063291654,0.23692445,0.23343353,-0.10708903,0.21977504,0.5301809,0.42880815,-0.74323,-0.16283934,0.20736663,-0.024177158,0.34501022,0.6963274,-0.46756032,0.45803174,0.2570826,-0.34372243,-0.26169991,0.03237245,-0.32060152,-0.006426093,0.1812331,0.33413714,0.05425207,-0.52429503,-0.3447176,0.049965896,0.11226359,-0.078976214,0.21714543,-0.033370163,-0.5245362,-0.5901603,0.108254194,-0.24879703,0.46203253,-0.06750807,-0.2115206,-0.21325374,0.11477616,-0.007004818,0.38806477,0.72188157,0.7780312,0.07981124,-0.057292342,0.40911716,0.15091394,0.3736665,0.014217917,-0.105617695,0.18944226,-0.14301881,-0.30693603,-0.24691577,0.14519341,0.17330524,-0.528462,-0.03329027,-0.0061911475,-0.023554271,-0.32758957,0.60261005,-0.48118946,-0.1626922
b0024,-0.51899415,0.30373573,-0.093009174,-0.21001817,-0.37530383,-0.11379789,-0.14153717,-0.34187523,0.20293546,-0.0982998,-0.47244373,0.09333765,0.36447996,0.02243718,-0.0870933,-0.14129966,-0.3838906,0.24366742,-0.045171726,-0.17229398,-0.73323464,0.28202084,-0.347663,0.63762546,-0.36537835,-0.3104447,-0.3444323,-0.17877795,0.100360595,-0.008205652,-0.38740462,-0.1273982,0.23049435,-0.03437301,-0.10622627,-0.14289573,-0.71326345,0.6970651,0.36754167,0.3027949,-0.2939863,0.12144628,-0.16874433,-0.39704314,-0.2397387,0.4704523,0.36631995,0.5828147,0.120284855,0.52693677,0.39141813,0.0022983903,-0.33359137,0.1715537,0.3842566,-0.80706286,-0.16891724,-0.54645646,0.30342275,-0.4614965,-0.024093159,-0.25234726,-0.06761867,0.043610387,-0.049678285,-0.25534692,0.71247673,0.10476164,-0.5199864,-0.5066035,0.86591566,-0.19798402,-0.22386912,-0.25323385,-0.12987933,0.19845465,-0.09300999,-0.3175449,-0.20291635,-0.17313817,0.21283606,-0.21994586,-0.027671946,-0.30430087,-0.10021176,-0.30042413,-0.30945152,-0.20125802,-0.07174995,-0.28836182,0.2993053,-0.070655525,-0.5275169,0.13161133,-0.10406249,-0.10837076,0.80975246,0.7291586,0.22742319,0.13753866,-0.33740574,0.42265266,0.053679477,-0.21187317,0.009253017,-0.07858776,-0.11972861,-0.6035772,0.49413595,0.56863743,0.1252311,0.22282702,-0.2662853,0.21551844,0.23511991,0.32993144,-0.37180576,-0.08983394,0.22500965,-0.23478174,-0.34276992,-0.20898998,0.31694946,-0.29397997,0.40357995,0.40690222,0.66493726,-0.10400749,0.03825325,-0.050908756,-0.28032392,0.013404452,-0.24359922,-0.14075845,-0.7869887,-0.07298663,-0.041861705,0.5377665,-0.121009566,0.96676654,0.17675202,0.16632994,0.04424454,0.04193502,0.23548542,-0.1398563,-0.22661166,-0.31688192,-0.1420183,-0.14978568,0.0054775593,-0.23738268,0.38575482,-0.23429073,0.02302113,0.41980863,0.29179582,0.184941,-0.13775705,-0.12312776,0.10085885,0.59203166,0.088728964,-0.08317627,-0.7016196,0.3005936,-0.014436571,0.12334523,0.510043,0.17707513,0.39616573,-0.51750547,0.35244757,0.47268867,0.5050774,-0.01635523,0.53544927,0.014623564,-0.9065084,-0.79888004,-0.52511394,-0.09884322,0.6710381,-0.66142076,-0.16281445,-0.02388532,0.033662323,-0.44929844,-0.05841364,0.17963864,-0.21575731,-0.10744041
b4686,0.31436452,-0.12896654,0.12708917,0.109984785,0.16440225,0.2745191,-0.0011665638,-0.7380089,-0.26281533,-0.15297152,0.4308699,-0.045462403,0.2940015,-0.4744826,-0.5546824,0.081652135,-0.043774728,-0.5578259,-0.6494161,-0.33569053,-0.050007463,0.7070198,-0.17593265,0.25754553,-0.32028243,0.23880345,0.30502194,-0.04273854,-0.24015029,0.40617013,0.51774967,-0.08210894,-0.36931497,-0.08553634,-0.045181017,-0.15654016,-0.43043217,0.026269477,0.32454368,-0.4075337,0.61522144,0.16348863,-0.5386987,-0.3000635,-0.79432535,0.4350507,-0.4204372,0.29159987,0.58048046,0.55820245,-0.095962025,-0.12562284,-0.12597616,-0.15223272,-0.44864193,-0.20134234,0.07989867,-0.15285207,-0.13512284,-0.037932053,0.45824388,-0.3130938,0.3576894,0.43017608,-0.00819721,0.3196122,0.5472952,-0.17048848,0.6304355,1.05287,0.19375588,0.13179585,-0.64796054,-0.12746637,0.28919777,-0.7972828,-0.2254058,0.031423777,-0.115035124,-0.63784266,-0.5121835,0.15046835,0.40177435,0.16671923,0.12570167,-0.5633546,0.06907074,-0.43342274,-0.43118465,0.18223763,0.19735773,-0.059860338,-0.8236922,0.11366951,-0.27208996,0.23202871,-0.10435103,-0.5011257,0.29553005,-0.32876143,0.26238215,-0.20204869,0.4212941,0.16207668,-0.4973243,0.100878306,-0.30147833,-0.46893275,0.37824714,0.115870185,0.3983109,0.16340704,-0.15027106,-0.10008731,-0.72482365,0.8118658,0.52137744,-0.049598012,0.06768564,-0.40430334,-0.28823078,-0.5168665,-0.069584444,-0.07144926,0.14302973,0.6188621,0.19354826,0.11880986,-0.2106557,0.09300877,-0.45666233,-0.32875928,-0.7670111,1.3590444,-0.41929317,-0.14801317,0.639572,0.79196155,-0.5478118,0.2163703,0.118977375,-0.075798266,-0.44676927,0.07263625,-0.22495945,0.59191436,-0.28210387,0.31369793,-0.3238949,0.6734028,0.28763112,-0.1867894,0.3349202,0.3034545,-0.4638753,-0.13988699,-0.44603533,-0.62547475,0.047091287,0.022993786,-0.77626866,0.10061042,0.37840754,0.43833414,0.06872195,-0.56593037,-0.04367461,0.4308123,-0.6225274,-0.31610435,0.14100282,0.38466653,0.11838346,-0.6656773,0.49609447,-0.3448712,0.69666046,-0.11119022,-0.33826575,-0.5844105,-0.14405337,-0.10054141,0.12035498,-0.3583552,-0.6621759,-0.12022344,0.511189,-0.29515842,-0.44539657,0.27021104,1.2643493,0.19401279
b1523,-0.2568254,-0.11817992,0.13995662,-0.10477271,0.49680132,-0.37407255,-0.44818467,-0.033907834,0.94269276,-0.20934395,-0.25187036,-0.23346554,-0.14540738,0.5858465,-0.20173815,0.23616587,-0.29588622,0.18569338,-0.082325324,0.04315563,-0.055904467,0.11849564,-0.051529244,0.039119374,-0.28483236,-0.0652376,0.25721532,0.14912908,-0.446951,-0.25583315,0.06230811,-0.16991048,-0.47730497,0.43990573,-0.08433602,-0.4095931,-0.14244044,-0.03555564,-0.3570889,-1.1185662,-0.014700269,-0.11425556,-0.003060927,-0.87167615,-0.39872238,-0.23404029,0.17460763,0.16634639,0.10744744,-0.19377214,0.5334753,-0.4514307,-0.50502026,0.07407441,-0.29192156,-0.62245893,0.17619641,-0.24849588,0.33923715,-0.05662807,0.09059634,-0.8178307,-0.35367233,0.2419659,0.09757548,-0.16710748,0.21836832,0.27876922,-0.3932059,-0.5190728,0.2952354,-0.43618888,0.16186537,0.04818904,-0.31721747,-0.15179121,-0.34939572,0.18359601,0.12521778,0.119869195,-0.2759586,-0.23143317,-0.3702818,-0.24990113,0.20037359,0.5979407,-0.13567902,-0.14086826,0.23514615,-0.5611624,0.030433968,-0.18192406,0.005724919,0.06925327,-0.38604924,-0.09285437,0.26818833,-0.03898182,0.22103417,0.091052026,0.5108124,0.21667437,0.029673852,-0.22410785,-0.063150235,-0.07555643,-0.558085,-0.63929415,0.4237701,0.28686157,0.06160209,-0.14162676,0.54239917,-0.12521593,0.055057194,-0.3847405,-0.2170969,0.0052970485,-0.66952884,0.1016424,-0.37213078,0.035406195,-0.06614219,0.25345802,0.64651436,0.75852406,-0.41397488,0.011023071,-0.16022527,0.14653781,0.032513194,-0.07640717,0.39756817,-0.29930085,-0.58199465,0.006154448,0.06518882,-0.2632785,0.20554216,0.6915325,0.035907276,0.4958323,0.41592667,0.35528588,-0.08488076,-0.23327608,-0.3603328,0.4931046,0.18388183,0.51452684,0.51312494,-0.28308773,-0.42363164,-0.08160623,0.39456457,0.082707345,0.15196423,0.47693247,-0.037689302,-0.3605,-0.2037225,-0.20980969,0.063040376,0.3439919,-0.1715526,-0.18186635,0.22734612,-0.19602491,-0.06535644,0.45202908,0.19531211,0.2840531,0.23037341,0.5046754,0.30910486,-0.22646357,0.5000492,0.281616,-0.34731868,-0.47841933,0.16116557,-0.29097608,0.1860499,0.20892817,-0.21046174,-1.1077113,0.5526237,0.53830624,-0.40257862,0.56501704,-0.5331932,0.20568521
b4675,0.15311901,-0.36529213,0.091795206,-0.1932196,-0.18151426,0.39277834,-0.8213161,0.48199037,0.21286029,0.30574462,0.2810765,0.3238784,-0.14730175,0.17821063,0.3649276,0.33519232,0.32282487,-0.30935192,-0.0948265,-0.07816702,-0.15935364,-0.19118248,-0.7449023,0.42548522,0.3401284,-0.57482094,0.43231112,-0.4869662,0.2296972,-0.54868335,0.18194681,-0.4037179,-0.06993028,0.10749027,-0.36906582,0.058503132,-0.28338924,0.16290736,0.051859103,-0.35919222,-0.5446027,0.037362248,-0.084811784,0.103835575,0.31250215,-0.10324949,0.17024726,0.5276123,-0.036570586,0.07614289,-0.053493205,-0.15594362,-0.4775088,-0.21241298,-0.011833831,-0.26058197,0.13672785,-0.15379629,-0.5687742,-0.2507201,-0.17038137,0.37705415,0.14796583,0.1539013,-0.085184425,0.111210875,0.61063236,-0.047757387,-0.31334096,0.7558843,0.6479969,0.121711746,-0.61145985,0.13405769,-0.08320648,-0.38364443,0.13319963,-0.08443638,-0.117387444,-0.5332876,0.16963722,-0.3092962,-0.7040196,0.4565169,-0.28468338,0.31657925,0.2513629,-0.30305824,0.4469926,-0.2511045,-0.26236412,0.5245401,0.09928342,0.55963105,-0.16758825,-0.4034056,0.5254203,0.177442,0.079909354,-0.41771126,0.3141274,-0.31559402,-0.38512763,-0.045476515,0.18601057,-0.047870763,0.40281934,-0.85247946,0.08492139,0.26486978,-0.19773252,0.11804322,-0.4883542,-0.4028232,0.713372,0.12811132,0.05776323,-0.14124025,0.6114671,0.15830144,0.19526413,-0.037226047,-0.18433243,0.37387368,-0.24977776,-0.050289463,-0.118639305,-0.41300455,0.21240169,0.61880237,-0.08611802,-0.6300506,-0.62685305,-0.30143312,-0.1397018,-0.104933776,0.3345665,0.16568817,0.14454757,0.45496744,-0.44279006,0.06461389,0.31794047,-0.09963371,-0.12441318,-0.2140059,-0.018498668,-0.44069788,-0.2669403,0.24688019,-0.76800084,-0.18882978,-0.49179786,0.5148822,0.46182927,0.42676276,0.121730104,0.32642567,0.43995842,0.44255066,0.51331586,0.10733224,0.25529695,-0.40016392,-0.08235677,-0.3248725,0.22044815,0.5262904,0.46560284,0.14575605,-0.023395997,-0.16048822,-0.25679561,0.23623218,0.04713993,-0.63166857,0.26699966,0.369278,0.062923126,-0.62059975,0.24530381,0.19441047,0.18069898,0.5782646,-0.19917414,0.420831,0.14295669,0.3491197,-0.4637516,-0.11312405,0.29315573,-0.02249855
b4604,0.39580446,-0.031680904,0.43855512,0.22835864,-0.27046362,-0.35701847,-0.55164677,-0.15289953,-0.37014958,0.28423455,-0.14382628,-0.021475008,0.52454704,0.45902205,-0.40301415,-0.07130684,-0.0005911118,-0.04136215,0.444502,0.24658467,-0.021940218,-0.08988522,0.09188228,-0.1108544,-0.67811877,-0.50250995,0.12855083,0.36871853,-0.035044033,-0.26987472,0.37546885,0.28330466,-0.30406067,0.010849631,-0.0890201,-0.19116881,-0.09352562,-0.02702393,-0.19510385,-0.593459,-0.24009743,-0.6115013,0.3982115,-0.113295704,0.5952042,0.19651939,0.28709912,0.33388707,0.23107266,-0.2679888,0.45875847,-0.28083393,-0.3968934,-0.38564262,-0.032920852,0.2549052,0.33563778,-0.34527275,0.108954184,0.3279731,0.27454457,0.24141668,0.2297165,0.30964303,0.3194644,0.18960342,0.2502352,0.55336237,-0.0979449,0.31500554,0.14340518,0.077063955,-0.21007217,-0.5957485,-0.6702514,-0.02820852,0.017194105,-0.5152572,-0.15883903,-0.40990114,-0.4106088,-0.09891916,-0.5511467,-0.08389522,0.090102755,-0.12664647,-0.30209002,0.041933723,0.335367,-0.34246835,-0.093942665,0.1686786,-0.3740549,0.24758725,-0.33609512,0.1403771,0.37875023,-0.19436835,0.23199497,0.042289622,-0.15087827,-0.09227767,-0.31760132,0.39833805,-0.42586222,0.13215782,0.162658,-0.22709839,0.78933835,0.13806072,-0.25650668,-0.12146888,0.04234621,0.16964296,-0.36269942,0.13384376,-0.05614424,-0.22401878,-0.104754165,-0.105067514,0.3550628,0.28335658,-0.81164646,-0.1126172,0.08018932,0.6556874,-0.04784841,0.5558453,-0.45747095,0.58764225,-0.16970241,-0.6203426,-0.3724033,0.2597162,-0.4176498,0.16737433,0.2581506,-0.05924507,0.4787386,0.34777808,-0.16607222,-0.14212598,-0.03500818,0.16996308,-0.11986532,0.12637834,0.15519737,0.10938758,-0.091832444,-0.31569648,-0.36303836,-0.115732834,0.08443858,-0.08340099,0.37717652,-0.21922703,0.3194925,-0.16879937,-0.15276021,0.06832524,0.07383087,0.33838806,0.8942204,0.33070597,0.18145421,-0.8576101,-0.08020279,0.04177702,-0.10870166,-0.15845194,-0.38429254,0.050730195,0.5842069,0.1247778,0.33398294,-0.3520063,-0.24192439,0.28964403,-0.19724937,-0.23318881,-0.14596707,-0.44566733,0.34262675,0.24564327,-0.16304858,-0.19657859,0.17413397,-0.28012156,0.1288717,-0.41302073,-0.102628246,-0.43264398
b3889,-0.29364324,-0.06603992,0.14704157,-0.010216425,0.17040077,-0.109317444,0.63801914,0.3194231,0.33158672,-0.15992516,0.18039313,0.45667621,0.40204626,0.13802782,-0.09155908,-0.24027349,0.26696795,-0.18787569,-0.05933921,0.042224217,0.1332079,0.063509755,-0.16288836,0.21985893,0.019976448,-0.037465937,0.011961383,-0.011080071,0.01183438,-0.19725873,-0.015998,0.07040207,-0.11974546,0.19744399,-0.005969682,0.24506143,0.05511256,0.56828886,-0.39237705,-0.61524963,-0.24412175,-0.6171561,0.12526129,0.25078702,0.019562041,0.014637514,-0.19983281,0.20945391,0.11146294,0.26981023,-0.059078015,0.25334933,-0.10662794,-0.39096165,-0.5602018,-0.45919335,-0.13477269,-0.0962809,-0.20636696,0.75441647,0.3978396,0.2370027,-0.20136744,0.34149867,-0.45389494,-0.4685068,0.34805077,0.028131759,-0.29824272,0.40310842,-0.2560852,-0.13892992,0.0977721,0.0007688436,-0.72005814,0.008551552,-0.19286017,-0.19207011,-0.53750277,0.6361795,0.28352836,-0.24805345,0.26066092,0.046259165,-0.7000089,-0.21623175,-0.5387557,-0.03060301,-0.1537194,0.50658643,-0.18959272,0.5957983,-0.60522217,0.043174192,0.5030662,0.54968494,0.15729678,0.4984596,-0.07287358,0.45701972,-0.002368633,-0.32501808,-0.38064724,0.032349754,-0.47935548,0.3629434,-0.3786694,0.07144498,-0.07789186,-0.12416879,-0.5531664,-0.24974172,-0.62306356,-0.13767916,0.021635521,0.52514416,0.17664872,-0.2330726,-0.062361013,-0.8350284,-0.19249703,0.38597748,-0.20087333,0.0625285,0.33880433,0.54861116,-0.7299037,-0.06004842,0.05977888,0.10377741,-0.34550178,0.24144259,-0.6595239,-0.053383112,0.08984018,0.02848834,0.13796249,0.24080437,0.022386413,-0.158817,-0.48804638,0.50966555,-0.22045174,-0.17348374,0.48386815,0.15701608,-0.017357325,0.57935125,0.15069516,-0.4652808,-0.026771901,0.36178517,-0.096312456,-0.37521034,-0.12950338,-0.13521217,0.07302154,-0.7943856,0.22638968,-0.34125566,-0.15165165,-0.5160133,0.58818007,0.37353066,0.21695228,0.26952198,0.031084547,-0.5004604,-0.15293074,-0.06898242,0.03280794,-0.16835643,0.6746813,-0.14317282,0.0049498025,-0.09474826,0.21792805,-0.21847402,-0.24953094,0.09389738,0.2701392,0.39647132,0.18681304,0.037875555,-0.20536579,0.06501848,0.35363314,-0.51109207,-0.4564313,-0.2506569,0.12107204,0.21773154
