protein1 protein2 combined_score
511145.b3590 511145.b3306 956
511145.b3590 511145.b3304 848
511145.b3590 511145.b0868 250
511145.b3590 511145.b1716 814
511145.b3590 511145.b3321 943
511145.b3590 511145.b3315 843
511145.b3590 511145.b1493 153
511145.b3590 511145.b3314 947
511145.b3590 511145.b3297 944
511145.b3590 511145.b3186 809
511145.b3590 511145.b4147 193
511145.b3590 511145.b3313 834
511145.b3590 511145.b1764 355
511145.b3590 511145.b1269 406
511145.b3590 511145.b3309 859
511145.b3590 511145.b3619 250
511145.b3590 511145.b2255 250
511145.b3590 511145.b1435 451
511145.b3590 511145.b3294 800
511145.b3590 511145.b4200 809
511145.b3590 511145.b4203 809
511145.b3590 511145.b3185 800
511145.b3590 511145.b3983 800
511145.b3590 511145.b2171 193
511145.b3590 511145.b0884 736
511145.b3590 511145.b2052 250
511145.b3590 511145.b3316 945
511145.b3590 511145.b3341 949
511145.b3590 511145.b0144 165
511145.b3590 511145.b2609 800
511145.b3590 511145.b3065 800
511145.b3590 511145.b3342 944
511145.b3590 511145.b3317 891
511145.b3590 511145.b3299 800
511145.b3590 511145.b3311 943
511145.b3590 511145.b2195 352
511145.b3590 511145.b3302 836
511145.b3590 511145.b2016 250
511145.b3590 511145.b3936 800
511145.b3590 511145.b2517 242
511145.b3590 511145.b0023 807
511145.b3590 511145.b3303 946
511145.b3590 511145.b3307 957
511145.b3590 511145.b3319 958
511145.b3590 511145.b3985 267
511145.b3590 511145.b0169 956
511145.b3590 511145.b3308 852
511145.b3590 511145.b3305 845
511145.b3590 511145.b3231 856
511145.b3590 511145.b3984 262
511145.b3590 511145.b3165 944
511145.b3590 511145.b3517 153
511145.b3590 511145.b3987 211
511145.b3590 511145.b3168 529
511145.b3590 511145.b3320 842
511145.b3590 511145.b3312 848
511145.b3590 511145.b2400 165
511145.b3590 511145.b4202 800
511145.b3590 511145.b3318 877
511145.b3590 511145.b3703 800
511145.b3591 511145.b0414 226
511145.b3592 511145.b1876 224
511145.b3592 511145.b0930 215
511145.b3592 511145.b0144 228
511145.b3592 511145.b0680 228
511145.b3592 511145.b0526 175
511145.b3592 511145.b0026 223
511145.b3592 511145.b3987 159
511145.b3592 511145.b2114 305
511145.b3592 511145.b4258 169
511145.b3592 511145.b2400 282
511145.b3592 511145.b1710 186
511145.b3592 511145.b3988 190
511145.b3592 511145.b0642 253
511145.b3592 511145.b0194 261
511145.b3594 511145.b4147 280
511145.b3594 511145.b1207 433
511145.b3594 511145.b2171 280
511145.b3594 511145.b4143 371
511145.b3594 511145.b2319 198
511145.b3596 511145.b0650 163
511145.b3596 511145.b4226 165
511145.b3596 511145.b0014 163
511145.b3596 511145.b2526 163
511145.b3596 511145.b2069 163
511145.b3596 511145.b1637 183
511145.b3597 511145.b0879 242
511145.b3599 511145.b2934 900
511145.b3599 511145.b2387 210
511145.b3599 511145.b2169 301
511145.b3599 511145.b3949 225
511145.b3599 511145.b2933 909
511145.b3599 511145.b2386 225
511145.b3599 511145.b1727 900
511145.b3599 511145.b0731 380
511145.b3599 511145.b3950 210
511145.b3599 511145.b3899 317
511145.b3599 511145.b2415 950
511145.b3599 511145.b2167 317
511145.b3599 511145.b2293 900
511145.b3599 511145.b3953 210
511145.b3599 511145.b0437 173
511145.b3600 511145.b2892 151
511145.b3600 511145.b3544 169
511145.b3600 511145.b0496 173
511145.b3600 511145.b1460 169
511145.b3601 511145.b2415 911
511145.b3602 511145.b3304 414
511145.b3602 511145.b0528 620
511145.b3602 511145.b1716 321
511145.b3602 511145.b3180 440
511145.b3602 511145.b2517 420
511145.b3602 511145.b1135 470
511145.b3602 511145.b1269 426
511145.b3602 511145.b2581 412
511145.b3602 511145.b1086 440
511145.b3603 511145.b2217 179
511145.b3605 511145.b4468 250
511145.b3605 511145.b0419 177
511145.b3605 511145.b2133 250
511145.b3605 511145.b1771 177
511145.b3605 511145.b2979 250
511145.b3605 511145.b1406 177
511145.b3605 511145.b4463 250
511145.b3605 511145.b3001 177
511145.b3605 511145.b2834 177
511145.b3605 511145.b3560 465
511145.b3605 511145.b1687 250
511145.b3605 511145.b3638 175
511145.b3605 511145.b1109 210
511145.b3606 511145.b1822 323
511145.b3607 511145.b2414 985
511145.b3608 511145.b3790 205
511145.b3608 511145.b2243 900
511145.b3608 511145.b0243 159
511145.b3608 511145.b2242 900
511145.b3608 511145.b2241 912
511145.b3608 511145.b3031 363
511145.b3608 511145.b3459 205
511145.b3608 511145.b3426 912
511145.b3609 511145.b0408 466
511145.b3609 511145.b3300 930
511145.b3609 511145.b2830 370
511145.b3609 511145.b0607 448
511145.b3609 511145.b3464 900
511145.b3609 511145.b4034 954
511145.b3609 511145.b0918 360
511145.b3609 511145.b3705 902
511145.b3609 511145.b2610 900
511145.b3609 511145.b0409 284
511145.b3609 511145.b0383 900
511145.b3609 511145.b3981 900
511145.b3609 511145.b0098 999
511145.b3609 511145.b3175 900
511145.b3609 511145.b0407 900
511145.b3610 511145.b4219 509
511145.b3610 511145.b3500 166
511145.b3610 511145.b0849 165
511145.b3610 511145.b3781 379
511145.b3610 511145.b0484 327
511145.b3611 511145.b0659 459
511145.b3611 511145.b3363 274
511145.b3611 511145.b2260 250
511145.b3611 511145.b1701 250
511145.b3611 511145.b0448 206
511145.b3611 511145.b0525 274
511145.b3611 511145.b0914 206
511145.b3611 511145.b1656 378
511145.b3611 511145.b0037 250
511145.b3611 511145.b0927 222
511145.b3611 511145.b3310 222
511145.b3611 511145.b3294 446
511145.b3611 511145.b3983 408
511145.b3611 511145.b0708 250
511145.b3611 511145.b2061 222
511145.b3611 511145.b2318 250
511145.b3611 511145.b1559 206
511145.b3611 511145.b3301 335
511145.b3611 511145.b3320 309
511145.b3611 511145.b3067 177
511145.b3611 511145.b3168 250
511145.b3611 511145.b1000 206
511145.b3611 511145.b2708 275
511145.b3611 511145.b3309 335
511145.b3611 511145.b2836 250
511145.b3611 511145.b3908 378
511145.b3611 511145.b3461 177
511145.b3611 511145.b0982 222
511145.b3611 511145.b3186 446
511145.b3611 511145.b3311 457
511145.b3611 511145.b1094 250
511145.b3611 511145.b0449 206
511145.b3611 511145.b0015 206
511145.b3611 511145.b0082 250
511145.b3611 511145.b3317 222
511145.b3611 511145.b3231 335
511145.b3611 511145.b1805 250
511145.b3611 511145.b0212 222
511145.b3611 511145.b2741 177
511145.b3612 511145.b0104 189
511145.b3612 511145.b3162 214
511145.b3612 511145.b3780 214
511145.b3612 511145.b3916 286
511145.b3612 511145.b2708 215
511145.b3612 511145.b4395 900
511145.b3612 511145.b2508 189
511145.b3612 511145.b1854 248
511145.b3612 511145.b2576 214
511145.b3612 511145.b1343 214
511145.b3612 511145.b0755 954
511145.b3612 511145.b3197 215
511145.b3612 511145.b0797 214
511145.b3613 511145.b0095 392
511145.b3613 511145.b3462 963
511145.b3613 511145.b1024 381
511145.b3613 511145.b2494 381
511145.b3613 511145.b1856 171
511145.b3616 511145.b4143 171
511145.b3617 511145.b2216 165
511145.b3617 511145.b2370 313
511145.b3617 511145.b0475 157
511145.b3617 511145.b2786 313
511145.b3617 511145.b0993 313
511145.b3617 511145.b2255 173
511145.b3617 511145.b1435 159
511145.b3617 511145.b3210 315
511145.b3619 511145.b2942 470
511145.b3619 511145.b2096 195
511145.b3619 511145.b3302 461
511145.b3619 511145.b1000 256
511145.b3619 511145.b2610 274
511145.b3619 511145.b3137 195
511145.b3619 511145.b3311 597
511145.b3619 511145.b3299 278
511145.b3619 511145.b2786 165
511145.b3619 511145.b3317 461
511145.b3619 511145.b3342 589
511145.b3619 511145.b2040 250
511145.b3619 511145.b3308 461
511145.b3619 511145.b2542 153
511145.b3619 511145.b0169 590
511145.b3619 511145.b3985 380
511145.b3619 511145.b3319 593
511145.b3619 511145.b3303 593
511145.b3619 511145.b3307 589
511145.b3619 511145.b2370 206
511145.b3619 511145.b3320 468
511145.b3619 511145.b1559 256
511145.b3619 511145.b3300 273
511145.b3619 511145.b2836 173
511145.b3619 511145.b0015 256
511145.b3619 511145.b3878 222
511145.b3619 511145.b3165 589
511145.b3619 511145.b3984 453
511145.b3619 511145.b3231 461
511145.b3619 511145.b3305 461
511145.b3619 511145.b1276 274
511145.b3619 511145.b3318 461
511145.b3619 511145.b1656 281
511145.b3619 511145.b2400 282
511145.b3619 511145.b3312 461
511145.b3619 511145.b4506 278
511145.b3619 511145.b3301 480
511145.b3619 511145.b3636 406
511145.b3619 511145.b1089 406
511145.b3619 511145.b0773 277
511145.b3619 511145.b3637 406
511145.b3619 511145.b3298 578
511145.b3619 511145.b3230 439
511145.b3619 511145.b0680 282
511145.b3619 511145.b0168 250
511145.b3619 511145.b2567 371
511145.b3619 511145.b3315 461
511145.b3619 511145.b0036 241
511145.b3619 511145.b3321 570
511145.b3619 511145.b3304 461
511145.b3619 511145.b1386 250
511145.b3619 511145.b0545 277
511145.b3619 511145.b3306 597
511145.b3619 511145.b1393 241
511145.b3619 511145.b3340 456
511145.b3619 511145.b3296 568
511145.b3619 511145.b3590 250
511145.b3619 511145.b2606 433
511145.b3619 511145.b3310 461
511145.b3619 511145.b3908 281
511145.b3619 511145.b3309 459
511145.b3619 511145.b2907 192
511145.b3619 511145.b3313 461
511145.b3619 511145.b4147 275
511145.b3619 511145.b3210 181
511145.b3619 511145.b2925 195
511145.b3619 511145.b3656 222
511145.b3619 511145.b3297 571
511145.b3619 511145.b2341 241
511145.b3619 511145.b3314 597
511145.b3619 511145.b1773 195
511145.b3619 511145.b2609 454
511145.b3619 511145.b0144 282
511145.b3619 511145.b0771 274
511145.b3619 511145.b3341 584
511145.b3619 511145.b2919 241
511145.b3619 511145.b1394 241
511145.b3619 511145.b3846 241
511145.b3619 511145.b3316 591
511145.b3619 511145.b2171 275
511145.b3619 511145.b0884 296
511145.b3619 511145.b3983 459
511145.b3619 511145.b3185 406
511145.b3619 511145.b4200 406
511145.b3619 511145.b3294 406
511145.b3620 511145.b3003 196
511145.b3620 511145.b0525 277
511145.b3620 511145.b2902 196
511145.b3620 511145.b2842 196
511145.b3620 511145.b3207 268
511145.b3620 511145.b4249 196
511145.b3620 511145.b2286 802
511145.b3620 511145.b1378 252
511145.b3620 511145.b1392 245
511145.b3620 511145.b2774 196
511145.b3620 511145.b2705 196
511145.b3620 511145.b1271 196
511145.b3620 511145.b2287 455
511145.b3620 511145.b0947 245
511145.b3620 511145.b2288 455
511145.b3620 511145.b1619 196
511145.b3620 511145.b0596 196
511145.b3620 511145.b2277 457
511145.b3620 511145.b2137 196
511145.b3620 511145.b2426 196
511145.b3620 511145.b1803 245
511145.b3620 511145.b2488 252
511145.b3620 511145.b1093 196
511145.b3620 511145.b0872 245
511145.b3620 511145.b2237 268
511145.b3620 511145.b3363 277
511145.b3620 511145.b1606 196
511145.b3620 511145.b1685 175
511145.b3620 511145.b4266 196
511145.b3620 511145.b2281 252
511145.b3620 511145.b2541 196
511145.b3620 511145.b2525 245
511145.b3620 511145.b2276 457
511145.b3620 511145.b2562 252
511145.b3620 511145.b2282 455
511145.b3620 511145.b2720 252
511145.b3620 511145.b2236 245
511145.b3621 511145.b2720 252
511145.b3621 511145.b2236 245
511145.b3621 511145.b2282 455
511145.b3621 511145.b2562 252
511145.b3621 511145.b2276 457
511145.b3621 511145.b2525 245
511145.b3621 511145.b2541 196
511145.b3621 511145.b2281 252
511145.b3621 511145.b4266 196
511145.b3621 511145.b1606 196
511145.b3621 511145.b3363 277
511145.b3621 511145.b2237 268
511145.b3621 511145.b0872 245
511145.b3621 511145.b2488 252
511145.b3621 511145.b1093 196
511145.b3621 511145.b2426 196
511145.b3621 511145.b1803 245
511145.b3621 511145.b2137 196
511145.b3621 511145.b1619 196
511145.b3621 511145.b0596 196
511145.b3621 511145.b2277 457
511145.b3621 511145.b2288 455
511145.b3621 511145.b0947 245
511145.b3621 511145.b2287 455
511145.b3621 511145.b1271 196
511145.b3621 511145.b2774 196
511145.b3621 511145.b2705 196
511145.b3621 511145.b1392 245
511145.b3621 511145.b2286 802
511145.b3621 511145.b1378 252
511145.b3621 511145.b4249 196
511145.b3621 511145.b2842 196
511145.b3621 511145.b3207 268
511145.b3621 511145.b2902 196
511145.b3621 511145.b0525 277
511145.b3621 511145.b3003 196
511145.b3622 511145.b2047 319
511145.b3622 511145.b2035 412
511145.b3623 511145.b2562 252
511145.b3623 511145.b2276 457
511145.b3623 511145.b2525 245
511145.b3623 511145.b2541 196
511145.b3623 511145.b2720 252
511145.b3623 511145.b2236 245
511145.b3623 511145.b2282 455
511145.b3623 511145.b4266 196
511145.b3623 511145.b2281 252
511145.b3623 511145.b1093 196
511145.b3623 511145.b2488 252
511145.b3623 511145.b1803 245
511145.b3623 511145.b2426 196
511145.b3623 511145.b1606 196
511145.b3623 511145.b3363 277
511145.b3623 511145.b2237 268
511145.b3623 511145.b1211 169
511145.b3623 511145.b0872 245
511145.b3623 511145.b0596 196
511145.b3623 511145.b2277 457
511145.b3623 511145.b1619 196
511145.b3623 511145.b2288 455
511145.b3623 511145.b2137 196
511145.b3623 511145.b1271 196
511145.b3623 511145.b0947 245
511145.b3623 511145.b2287 455
511145.b3623 511145.b1392 245
511145.b3623 511145.b2705 196
511145.b3623 511145.b2774 196
511145.b3623 511145.b2842 196
511145.b3623 511145.b3207 268
511145.b3623 511145.b1378 252
511145.b3623 511145.b2286 802
511145.b3623 511145.b4249 196
511145.b3623 511145.b3003 196
511145.b3623 511145.b2902 196
511145.b3623 511145.b0525 277
511145.b3624 511145.b1083 224
511145.b3624 511145.b1923 224
511145.b3624 511145.b1378 226
511145.b3625 511145.b2232 179
511145.b3625 511145.b4040 156
511145.b3625 511145.b0921 179
511145.b3625 511145.b1137 179
511145.b3625 511145.b1871 179
511145.b3628 511145.b1327 274
511145.b3628 511145.b2534 274
511145.b3628 511145.b3432 150
511145.b3628 511145.b4190 274
511145.b3628 511145.b0049 212
511145.b3628 511145.b1094 277
511145.b3630 511145.b1327 274
511145.b3630 511145.b1094 277
511145.b3630 511145.b2534 274
511145.b3630 511145.b3432 150
511145.b3630 511145.b4190 274
511145.b3630 511145.b0049 212
511145.b3631 511145.b0049 212
511145.b3631 511145.b4190 274
511145.b3631 511145.b3432 150
511145.b3631 511145.b2534 274
511145.b3631 511145.b1094 277
511145.b3631 511145.b1327 274
511145.b3632 511145.b2842 196
511145.b3632 511145.b3207 268
511145.b3632 511145.b1378 252
511145.b3632 511145.b2286 802
511145.b3632 511145.b4249 196
511145.b3632 511145.b3003 196
511145.b3632 511145.b2902 196
511145.b3632 511145.b0525 277
511145.b3632 511145.b1271 196
511145.b3632 511145.b0947 245
511145.b3632 511145.b2287 455
511145.b3632 511145.b1392 245
511145.b3632 511145.b2774 196
511145.b3632 511145.b2705 196
511145.b3632 511145.b2488 252
511145.b3632 511145.b1093 196
511145.b3632 511145.b2426 196
511145.b3632 511145.b1803 245
511145.b3632 511145.b2237 268
511145.b3632 511145.b1606 196
511145.b3632 511145.b3363 277
511145.b3632 511145.b0872 245
511145.b3632 511145.b1619 196
511145.b3632 511145.b2277 457
511145.b3632 511145.b0596 196
511145.b3632 511145.b2288 455
511145.b3632 511145.b2137 196
511145.b3632 511145.b2276 457
511145.b3632 511145.b2562 252
511145.b3632 511145.b2541 196
511145.b3632 511145.b2525 245
511145.b3632 511145.b2236 245
511145.b3632 511145.b2720 252
511145.b3632 511145.b2282 455
511145.b3632 511145.b4266 196
511145.b3632 511145.b2281 252
511145.b3633 511145.b0085 179
511145.b3633 511145.b0719 157
511145.b3635 511145.b1633 152
511145.b3635 511145.b0436 457
511145.b3635 511145.b2068 154
511145.b3635 511145.b3129 152
511145.b3636 511145.b1717 971
511145.b3636 511145.b3310 945
511145.b3636 511145.b3340 979
511145.b3636 511145.b3296 945
511145.b3636 511145.b3203 967
511145.b3636 511145.b3590 800
511145.b3636 511145.b2606 945
511145.b3636 511145.b2594 800
511145.b3636 511145.b1386 453
511145.b3636 511145.b3304 945
511145.b3636 511145.b0545 541
511145.b3636 511145.b3306 945
511145.b3636 511145.b2516 800
511145.b3636 511145.b1393 459
511145.b3636 511145.b3289 256
511145.b3636 511145.b3315 945
511145.b3636 511145.b0036 459
511145.b3636 511145.b3321 945
511145.b3636 511145.b1211 928
511145.b3636 511145.b0097 800
511145.b3636 511145.b1716 945
511145.b3636 511145.b0868 406
511145.b3636 511145.b0161 199
511145.b3636 511145.b2567 737
511145.b3636 511145.b0637 887
511145.b3636 511145.b3298 945
511145.b3636 511145.b3230 945
511145.b3636 511145.b2518 491
511145.b3636 511145.b2185 945
511145.b3636 511145.b1089 945
511145.b3636 511145.b3637 945
511145.b3636 511145.b0773 541
511145.b3636 511145.b3301 945
511145.b3636 511145.b3983 935
511145.b3636 511145.b4200 945
511145.b3636 511145.b3185 972
511145.b3636 511145.b4203 945
511145.b3636 511145.b0098 800
511145.b3636 511145.b3294 955
511145.b3636 511145.b2919 459
511145.b3636 511145.b1394 459
511145.b3636 511145.b3846 459
511145.b3636 511145.b3316 945
511145.b3636 511145.b2052 406
511145.b3636 511145.b4550 935
511145.b3636 511145.b2171 456
511145.b3636 511145.b3556 800
511145.b3636 511145.b0771 465
511145.b3636 511145.b3341 945
511145.b3636 511145.b3179 273
511145.b3636 511145.b3065 945
511145.b3636 511145.b3339 935
511145.b3636 511145.b2784 691
511145.b3636 511145.b2609 945
511145.b3636 511145.b1719 497
511145.b3636 511145.b3314 945
511145.b3636 511145.b4391 944
511145.b3636 511145.b1773 260
511145.b3636 511145.b0436 800
511145.b3636 511145.b3169 800
511145.b3636 511145.b0911 800
511145.b3636 511145.b3313 947
511145.b3636 511145.b4147 963
511145.b3636 511145.b1094 483
511145.b3636 511145.b0191 888
511145.b3636 511145.b3186 972
511145.b3636 511145.b2925 260
511145.b3636 511145.b4161 154
511145.b3636 511145.b3656 281
511145.b3636 511145.b2341 459
511145.b3636 511145.b3297 945
511145.b3636 511145.b1778 453
511145.b3636 511145.b3234 199
511145.b3636 511145.b3908 517
511145.b3636 511145.b3309 945
511145.b3636 511145.b0296 905
511145.b3636 511145.b3980 800
511145.b3636 511145.b2255 406
511145.b3636 511145.b3619 406
511145.b3636 511145.b2891 963
511145.b3636 511145.b0172 945
511145.b3636 511145.b3287 935
511145.b3636 511145.b3936 919
511145.b3636 511145.b2913 273
511145.b3636 511145.b3175 800
511145.b3636 511145.b3303 945
511145.b3636 511145.b3307 945
511145.b3636 511145.b3183 848
511145.b3636 511145.b0023 945
511145.b3636 511145.b4375 885
511145.b3636 511145.b3985 935
511145.b3636 511145.b3319 945
511145.b3636 511145.b1033 273
511145.b3636 511145.b3988 800
511145.b3636 511145.b0949 463
511145.b3636 511145.b3464 800
511145.b3636 511145.b2542 281
511145.b3636 511145.b3308 951
511145.b3636 511145.b0169 945
511145.b3636 511145.b3400 885
511145.b3636 511145.b3178 270
511145.b3636 511145.b3342 945
511145.b3636 511145.b3317 945
511145.b3636 511145.b3649 800
511145.b3636 511145.b2610 885
511145.b3636 511145.b3137 260
511145.b3636 511145.b3311 945
511145.b3636 511145.b3299 919
511145.b3636 511145.b3705 281
511145.b3636 511145.b4173 925
511145.b3636 511145.b2597 518
511145.b3636 511145.b2620 925
511145.b3636 511145.b0953 800
511145.b3636 511145.b3302 947
511145.b3636 511145.b1000 487
511145.b3636 511145.b2016 406
511145.b3636 511145.b0957 800
511145.b3636 511145.b3235 199
511145.b3636 511145.b2096 260
511145.b3636 511145.b3707 800
511145.b3636 511145.b2320 273
511145.b3636 511145.b3807 453
511145.b3636 511145.b3981 800
511145.b3636 511145.b4506 905
511145.b3636 511145.b1656 517
511145.b3636 511145.b1835 256
511145.b3636 511145.b4202 945
511145.b3636 511145.b3295 809
511145.b3636 511145.b3312 945
511145.b3636 511145.b2331 800
511145.b3636 511145.b2569 963
511145.b3636 511145.b1276 465
511145.b3636 511145.b3318 948
511145.b3636 511145.b3703 945
511145.b3636 511145.b3986 945
